PRIORITY,REVIEW_SET,OBJECT_ID,ORIGIN_OBJECT_ID,SHORT_STATEMENT,CORPUS_GROUP,CLASS_CURRENT,SOURCE,SOURCE_LEVEL,CURRENT_STATUS,CANDIDATE_RELATIONS,TAGGING_QUESTIONS
2,Identity–Memory,CX-SRC-SRC-R2-0007,SN-R2-RISK-002,Retrieval can function as a temporary identity filter by deciding which historical evidence and exceptions become active in the present task.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-RISK-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
2,Identity–Memory,CX-SRC-SRC-R2-0012,SN-R2-RISK-004,"As more memory is excluded from context, budget allocation and selection policy become more identity-bearing.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-RISK-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
2,Identity–Memory,CX-SRC-SRC-R2-0025,SN-R2-M-003,"Process that selects, activates, and composes identity-relevant state from canonical Persona state and runtime contract so current compute can perform Persona-consistent reasoning/action.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-M-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
2,Identity–Memory,CX-SRC-SRC-WP1-SRC-MI0-0001,SN-WP1-OQ-001,"Which Persona-state components are memory, metadata about memory, governance state, authority, or identity manifestations?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/02_WHITEPAPER_SOURCE_OBJECTS.md#SN-WP1-OQ-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
3,Memory meaning/membership/scope,CX-INF-0012,,"Self-model ablation: remove persisted self-description while retaining lineage and relations, then test reconstruction and self-reference.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-INF-0019,,A narrow local-store Memory schema can erase external-reference and function-binding continuity.,E_CODEX_MINED_TO_BE_DRAFT,FAILURE_MODE,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-LIVE-BRAINSTORM-0018,ASA-MI-H-007,ACCESSIBLE(X) != MEMORIZED(X),D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-007,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-LIVE-BRAINSTORM-0023,ASA-MI-H-012,"CURRENT_BINDING = BIND(f,E_now); HISTORICAL_BINDING = REFERENCE(BIND(f,E_past))",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-012,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-LIVE-BRAINSTORM-0025,ASA-MI-H-SELF-002,SELF(context) -> current Persona receiver/reference,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-SELF-002,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,COEXISTS_WITH->CX-LIVE-BRAINSTORM-0026,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-LIVE-BRAINSTORM-0045,ASA-MI-COR-003,COR-003 — `SELF_ANCHOR must be a persisted member` is not established,D_LIVE_BRAINSTORM_AS_IS,CORRECTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-COR-003,LIVE_REPOSITORY_RESEARCH_RECORD,RECORDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-LIVE-BRAINSTORM-0046,ASA-MI-COR-004,COR-004 — Memory boundary is not assumed finite/closed,D_LIVE_BRAINSTORM_AS_IS,CORRECTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-COR-004,LIVE_REPOSITORY_RESEARCH_RECORD,RECORDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
3,Memory meaning/membership/scope,CX-SRC-SOURCE-NORMALIZED-SET-0005,SN-OQ-MEM-001,"Which persistent Persona-bearing components count as Memory, derived state, metadata/index, governance state, or Authority reference?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-MEM-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
3,Memory meaning/membership/scope,CX-SRC-SRC-R1-0025,SN-R1-RISK-005,Provenance laundering can turn external low-authority information into apparent user history/preference through repeated model consolidation.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-RISK-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-INF-0004,,Shared Evidence / Separate Interpretation assumes evidence itself can be represented without importing interpretation.,E_CODEX_MINED_TO_BE_DRAFT,IMPLICIT_ASSUMPTION,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-INF-0007,,"Factorial reconstruction test: hold state fixed while independently varying retriever, compiler, model, runtime configuration, and context order.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-INF-0011,,"Current-status ablation matrix: compare minimal, rich, derived, and hybrid persisted status under identical historical state.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-INF-0023,,Current-status caching can become hidden canonical state if regeneration is never tested.,E_CODEX_MINED_TO_BE_DRAFT,FAILURE_MODE,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-INF-0024,,Represent source-position state separately from current-research and Owner-position state.,E_CODEX_MINED_TO_BE_DRAFT,SCHEMA_EXTENSION_CANDIDATE,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DOES_THIS_REQUIRE_NEW_CLASS?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0024,ASA-MI-H-SELF-001,SELF_EXISTS != SELF_IS_EXPLICITLY_REPRESENTED,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-SELF-001,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_STRONG_CANDIDATE,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0026,ASA-MI-H-SELF-003,"SELF_MODEL = F(SELF(context), MEMORY, RELATIONS, LINEAGE, ENVIRONMENT)",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-SELF-003,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,<-COEXISTS_WITH:CX-LIVE-BRAINSTORM-0025,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0027,ASA-MI-H-CURRENT-001,CURRENT(M) = M(CURRENT_CONTEXT),D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-CURRENT-001,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_STRONG_CANDIDATE,<-REFINED_BY:CX-SRC-SRC-MI1-0018; IMPLEMENTS->CX-LIVE-BRAINSTORM-0013,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0028,ASA-MI-H-CURRENTSELF-001,"CURRENT_SELF = SELF(CURRENT_CONTEXT) OR VIEW(MEMORY,SELF,TIME,CONTEXT)",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-CURRENTSELF-001,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0029,ASA-MI-H-STATUS-001,"CURRENT_STATUS_t ?= VIEW(MEMORY, SELF, TIME, CONTEXT)",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-STATUS-001,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,<-POSSIBLE_SEMANTIC_EQUIVALENCE:CX-SRC-SRC-MI0-0008,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0030,ASA-MI-H-STATUS-002,"PERSONA_INSTANCE_t ?= {MEMORY_ACCESS, OPERATORS, ENVIRONMENT_BINDINGS, ACTIVE_CONTEXT_t}",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-STATUS-002,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0044,ASA-MI-COR-002,COR-002 — `CURRENT_STATUS must always be persisted` withdrawn as an assumption,D_LIVE_BRAINSTORM_AS_IS,CORRECTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-COR-002,LIVE_REPOSITORY_RESEARCH_RECORD,RECORDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0047,ASA-MI-OQ-CTX-001,What is the minimum/effective Context domain per Memory function?,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-CTX-001,LIVE_REPOSITORY_RESEARCH_RECORD,CS_PRIOR_PENDING,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-BRAINSTORM-0051,ASA-MI-OQ-CACHE-001,When is a materialized current view merely cache vs canonical state?,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-CACHE-001,LIVE_REPOSITORY_RESEARCH_RECORD,CS_PRIOR_PENDING,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-CHECKPOINT-0003,CHECKPOINT-MODEL,"Persona may be instantiated from Memory/State, Environment, and Runtime, with CURRENT and SELF potentially derived by context evaluation.",D_LIVE_BRAINSTORM_AS_IS,MODEL,control/research/asa-mi/checkpoints/2026-08-20/AAA_ASA_MI_CURRENT_RESEARCH_STATE_CHECKPOINT_2026-08-20T0509KST_v0.1.md#CHECKPOINT-MODEL,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_OR_OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-CHECKPOINT-0004,CHECKPOINT-UNRESOLVED,"Current Status, Self Model, Context structure, procedural memory, forgetting, change rate, and reconstruction ownership remain unresolved.",D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/checkpoints/2026-08-20/AAA_ASA_MI_CURRENT_RESEARCH_STATE_CHECKPOINT_2026-08-20T0509KST_v0.1.md#CHECKPOINT-UNRESOLVED,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_OR_OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-WORLDVIEW-0002,WORLDVIEW-W-02,No final conclusion is required for current action,D_LIVE_BRAINSTORM_AS_IS,PHILOSOPHICAL_GROUNDING,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#W-02,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-LIVE-WORLDVIEW-0006,WORLDVIEW-H-02,Conscious/Persona continuity may be a current-state construction,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#H-02,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
4,Current/Self/Context/State,CX-SRC-META-0002,SN-META-BOUNDARY-002,"A source-derived object is not automatically the current Owner position, Requirement, Design Contract, validation result, or production authority.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,NON_CLAIM,control/research/asa-mi/source-normalized-drafts/v0.1/00_README_SOURCE_NORMALIZATION_BOUNDARY.md#SN-META-BOUNDARY-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SOURCE-NORMALIZED-SET-0009,SN-OQ-CAN-001,"What exact objects are canonical: raw event, evidence, normalized memory, current interpretation, lineage, semantic state, or multiple layers?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-CAN-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SOURCE-NORMALIZED-SET-0013,SN-OQ-REC-001,How much Persona behavior is controlled by Context Compiler semantics rather than persistent state?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REC-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SOURCE-NORMALIZED-SET-0015,SN-OQ-REC-003,"Which reconstruction layers should be canonical persisted state, derived view, runtime binding, or environment-provided context?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REC-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SOURCE-NORMALIZED-SET-0016,SN-OQ-REC-004,Should any current standpoint/commitment state be persisted explicitly instead of freely re-inferred from historical memory every runtime?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REC-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SOURCE-NORMALIZED-SET-0029,SN-OQ-EVO-004,How independent must the memory curator/evaluator be from the Persona objective to avoid hidden self-editing?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-EVO-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-MI0-0008,SN-MI-HIST-PC-001,MEMORY != CURRENT STATE,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OBSERVATION,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,POSSIBLE_SEMANTIC_EQUIVALENCE->CX-LIVE-BRAINSTORM-0029,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-MI0-0017,SN-MI-PC-016,"A memory visible for context does not automatically become a rule, requirement, hold, constraint, or authority in another scope.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-016,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-MI1-0007,SN-MI-PC-004,Historical experience should remain distinguishable from current interpretation.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-MI1-0008,SN-MI-M-005,RAW_EXPERIENCE / EVENT_EVIDENCE → derived knowledge / heuristics / relationship understanding / expertise → current Persona reconstruction,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-M-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
4,Current/Self/Context/State,CX-SRC-SRC-MI1-0010,SN-MI-H-005,COMMON_MEMORY + PERSONA_LOCAL_MEMORY + EPHEMERAL_WORKING_CONTEXT,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-H-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,<-ALTERNATIVE_TO:CX-SRC-SRC-R1-0019,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
